Event ID,Event Name,Year,Country,Region,Status,Submitter,Created At,Updated At,Event Date,Start Date,End Date,Date Comments,Quarantine Start,Quarantine End,Additional Date Info,Latitude,Longitude,Location Description,Original Grid Code,Monitoring Grids,Additional Location Info,Monitoring Programme?,Programme Name,Occurred Before?,Occurred Before Details,Water Discoloration,High Phytoplankton,Seafood Toxin,Mass Mortality,Foam/Mucilage,Freshwater,Other Effect,Other Effect Details,Humans Affected,Natural Fish Affected,Aquaculture Fish Affected,Shellfish Affected,Birds Affected,Marine Mammals Affected,Plankton Affected,Benthic Life Affected,Seaweed Affected,Other Terrestrial Affected,Impact Comments,Terrestrial Comments,Toxin Detected?,Toxicity Range,Unexplained Toxicity,Toxicity Comments,Transvectors,Causative Species,Causative Species Details,Associated Species,Associated Species Details,Syndromes,Toxins Found,Assay Species Tested,Assay Toxins,Assay Concentrations,Assay Methods,Chlorophyll Analysis,Additional Algae Info,Weather Conditions,Wind Direction,Wind Velocity,Water Temp,Salinity,Oxygen Content,Oxygen Saturation,Turbidity,Secchi Disc,Current Velocity,Advected?,In Situ?,Advected Info,Stratification Info,Nutrients,Additional Env Info,Additional Harmful Effect Info,Additional Bloom Info,Management Decision,Economic Losses,References,Contacts
2042,US-07-021,2007,UNITED STATES,,Approved,,,,,,,DA never reached quarantine levels on the outside coast during 2007.  ASP blooms in 2007 did not prevent the spring or fall 2007 razor clam seasons from opening.  Crab season was not affected by DA in 2007 either.,,,DA never reached quarantine levels on the outside coast during 2007.  ASP blooms in 2007 did not prevent the spring or fall 2007 razor clam seasons from opening.  Crab season was not affected by DA in 2007 either.,47.42,-125.0,Coastal beaches and estuaries,,US-23,"Kalaloch, Mocrocks Beaches and Quinault Reservation.",Yes,"WA Dept. of Health, office of Shellfish and Water Protection, Marine Biotoxin Monitoring Program",No,WA Coast has been impacted by ASP on a y early cycle since 1991,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,"The recreational razor clam season was closed for resource conservation at the time of the toxic bloom. So, there was no impact to the recreational harvesting, which opened on its regular schedule.",,Yes,1 ppm - 15 ppm of DA,0,,Razor Clams,Pseudo-nitzschia spp.,Pseudo-nitzschia spp.,,,ASP,,Razor Clams,,,LC,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,Recreational and commercial razor clam seasons were not interrupted due to DA in 2007.,,"COX, Frank"
2041,US-07-020,2007,UNITED STATES,,Approved,,,,,,,"Recreational PSP Closures: See Above.

Commercial Geoduck Tract PSP Closures: They are protection Island - 2/07--2/5/07, 2/20/07--2/26/07, 3/26/07--1/22/08, Siebert Creek - 1/6/07--4/2/07, 4/23/07--4/30/07, 6/11/07--9/17/07, 12/3/07--2/11/08 and Freshwater Bay 3/9/07--3/28/07.",,,"Recreational PSP Closures: See Above.

Commercial Geoduck Tract PSP Closures: They are protection Island - 2/07--2/5/07, 2/20/07--2/26/07, 3/26/07--1/22/08, Siebert Creek - 1/6/07--4/2/07, 4/23/07--4/30/07, 6/11/07--9/17/07, 12/3/07--2/11/08 and Freshwater Bay 3/9/07--3/28/07.",48.32,-123.62,Strait of Juan De Fuca and Olympic Peninsula,,US-24,"Recreational PSP closures:
In Clallam Co.: West Strait of Juan de Fuca from Pillar Pt. west top Cape flattery closed on 6/6/07 and reopened on 8/6/07.  On 12/27/07, West Strait of Juan de Fuca from Dungeness Spit west to Cape Flattery closed and reopened on 2/11/08.
In Jefferson Co.: Oak Bay which closed in 2006 recorded 563 micrograms of PSP toxin in butter clams on 1/28/07. This was the most toxic PSP sample for this region for 2007, even though this was old toxin from the previous bloom and did not indicate a new bloom.  Previously, blue mussels set a new record at this site for PSP toxin at 4,821 micrograms on 8/21/2006.

Commercial PSP closures: There were Geoduck Tract closures in the strait of Juan de Fuca at Protection Island, Siebert Creek, and Freshwater Bay.",Yes,"WA Dept. of Health, office of shellfish and water protection, marine biotoxin monitoring program",No,The straight of Juan De Fuca and accompanying inlets have had previous PSP closures.  Kilisut harbor had an ASP bloom in 2003,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,563 micrograms of PSP troxin in Butter clams at oak bay in jefferson co. 478 micrograms of psp in blue mussels at ediz hook in port angeles.  4 ppm of DA in blue mussels at mystery bay in killisut harbor in jefferson co.,,Yes,see above,0,,"PSP - Blue mussels, geoduck clams, manila clams, pacific oysters ---- ASP - blue mussels",Alexandrium catenella; Pseudo-nitzschia sp.,Alexandrium catenella (PSP); Pseudo-nitzschia sp. (ASP),,,ASP; PSP,,"PSP: Butter clams, blue mussel, geoduck clams; PSP: manila clams, pacific oysters; ASP: Blue Mussel",,,Bioassay-Mouse,,,,   ,,,,,,,,0,No,No,,NULL,,,,,DOH closed shellfish harvesting at impacted areas to protect public health,"Recreational and commercial shellfish harvest seasons were interrupted, causing an economic loss to the communities along the Strait of Juan De Fuca and North Hood Canal.",,"COX, Frank"
2035,US-07-014,2007,UNITED STATES,,Approved,,,,,,,"There were apparently no Pseudo-nitzschia blooms which increased domoic acid to quarantine levels in Oregon shellfish during 2007.  This report provides follow-up information about domoic acid concentrations seen after 2005 - 2006 toxin producing events.

North region - Domoic Acid was present at less than quarantine levels in north coast razor clams when 2007 began, still declining from a July 2006 event when DA levels reached 31 ppm in razor clams.  DA levels were < 5 ppm in razor clams by May of 2007, no DA was detected in north coast mussels.  Phytoplankton monitoring identified a significant bloom of predominantly the smaller Pseudo-nitzschia spcies, (delicatissima and pseudodelicatissima) in May 2007, 460K cells per liter.

Central region - DA was presetn at less than quarantine levels in central coast razor clams when 2007 began, still declining from a July 2006 event when DA levels reached 20 ppm in razor clams.  DA levels were < 5 ppm in razor clams by May of 2007.  Phytoplankton monitoring identified a significant bloom of predominantly the smaller Pseudo-nitzschia species, (delicatissima and pseudodelicatissima) on Lane Co. beaches in June 2007, 731K cells per liter.

South Region - DA was present at less than quarantine levels in south coast razor clams when 2007 began, apparently still declining from a 2005 event when DA levels reached 190 ppm in south coast razor clams.  Sparse razor clam populations on the south coast make sampling difficult.  DA levels were <10 ppm in razor clams by July of 2007. DA levels were not detected in other clams, mussels, or oysters.  Phytoplankton monitoring did not identify any large bloom events of Pseudo-nitzschia on the south coast in 2007.",,,"There were apparently no Pseudo-nitzschia blooms which increased domoic acid to quarantine levels in Oregon shellfish during 2007.  This report provides follow-up information about domoic acid concentrations seen after 2005 - 2006 toxin producing events.

North region - Domoic Acid was present at less than quarantine levels in north coast razor clams when 2007 began, still declining from a July 2006 event when DA levels reached 31 ppm in razor clams.  DA levels were < 5 ppm in razor clams by May of 2007, no DA was detected in north coast mussels.  Phytoplankton monitoring identified a significant bloom of predominantly the smaller Pseudo-nitzschia spcies, (delicatissima and pseudodelicatissima) in May 2007, 460K cells per liter.

Central region - DA was presetn at less than quarantine levels in central coast razor clams when 2007 began, still declining from a July 2006 event when DA levels reached 20 ppm in razor clams.  DA levels were < 5 ppm in razor clams by May of 2007.  Phytoplankton monitoring identified a significant bloom of predominantly the smaller Pseudo-nitzschia species, (delicatissima and pseudodelicatissima) on Lane Co. beaches in June 2007, 731K cells per liter.

South Region - DA was present at less than quarantine levels in south coast razor clams when 2007 began, apparently still declining from a 2005 event when DA levels reached 190 ppm in south coast razor clams.  Sparse razor clam populations on the south coast make sampling difficult.  DA levels were <10 ppm in razor clams by July of 2007. DA levels were not detected in other clams, mussels, or oysters.  Phytoplankton monitoring did not identify any large bloom events of Pseudo-nitzschia on the south coast in 2007.",44.48,-124.81,"North, Central, and South Oregon Coast",,US-22,"Includes shellfish habitat on monitored beaches and bays along 400 miles plus of Oregon coastline; North region - Clatsop and Tillamook counties; central region - lincoln and lane counties and south region - Douglas, Coos, and CUrry counties.",Yes,ODA Shellfish Sanitation Program and ODF&W Phytoplankton examination,No,Oregon coastal razor clams and mussels have been affected by harmful algae blooms of Pseudo-nitzschia species over the past 16 years.,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,There were apparently no Pseudo-nitzschia blooms which increased domoic acid to quarantine levels in Oregon shellfish during 2007.  This report provides follow-up information about domoic acid concentrations seen after 2005 - 2006 toxin producing events.,,Yes,<1 - 19 ppm,0,,None,Pseudo-nitzschia spp.,"Pseudo-nitzschia spp. [177,000 cells/L] (All P-n species were present in samples taken during the initial event in 2006.  Max cells/L was on 7/11/06 in water from Clatsop Beach, between Astoria and Seaside, OR)",,,ASP,,,,,,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"SMITH, Dawn; HUNTER, Matt"
2026,US-07-005,2007,UNITED STATES,,Approved,,,2020-07-29,,,,"Detection: 9/26/07, Final date: 12/19/07, Start 8/15/07, end 12/27/07",,,"Detection: 9/26/07, Final date: 12/19/07, Start 8/15/07, end 12/27/07",28.53,-83.86,Northwest Florida,,US-16,,Yes,State of Florida Redtide Monitoring Program,No,2005,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,Sea turtle mortalities,,Yes,0-58.5 MU/100g,0,,,Karenia brevis,Karenia brevis [3530000 cells/L],Karenia papilionacea,Karenia papilionacea [9300 cells/L],NSP; Aerosolized toxins effects,,karenia brevis,,,Bioassay-Mouse,,,,N  ,1.7 kts,20.6,32.1,7.1,95.6,,3.5,0,Yes,No,,0,,,,,Followed Biotoxin Controll Plan-closed shellfish harvesting areas affected; open when < 20 MU/100g,"Closed shellfish beds, no estimate of loss.","Foley, A., Stacy, B. A., Schueller, P., Flewelling, L. J., Schroeder, B., Minch, K., Fauquier, D. A., Foote, J. J., Manire, C., Atwood, K. E., Granholm, A. A., Landsberg, J. H., 2019. Assessing Karenia brevis red tide as a mortality factor of sea turtles in Florida. Dis. Aquat. Org. 132, 109–124.","TRUBY, Earnest W."
2025,US-07-004,2007,UNITED STATES,,Approved,,,2020-11-02,,,,"Start 9/24/07, End 12/28/07",,,"Start 9/24/07, End 12/28/07",28.53,-83.86,Southwest Florida,,US-16,,Yes,State of FL Redtide Monitoring Program,No,,Yes,Yes,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,"Higher concentration areas of this bloom were offshore and no alongshore human or shellfish problems occurred.  However, two manatee mortalities were attributed to red tide in this region. Sea turtle mortalities",,No,,NULL,,,Karenia brevis,Karenia brevis [14059000 cells/L],Karenia mikimotoi,Karenia mikimotoi [181000 cells/L],NSP,,,,,,,,,   ,,24.3,38.7,6.6,,,,0,Yes,No,,NULL,,,,,,,"Foley, A., Stacy, B. A., Schueller, P., Flewelling, L. J., Schroeder, B., Minch, K., Fauquier, D. A., Foote, J. J., Manire, C., Atwood, K. E., Granholm, A. A., Landsberg, J. H., 2019. Assessing Karenia brevis red tide as a mortality factor of sea turtles in Florida. Dis. Aquat. Org. 132, 109–124.","TRUBY, Earnest W."
2043,US-07-022,2007,UNITED STATES,,Approved,,,,,,,"Detection date: Kitsap Co. - 1st bloom 1/18/07, 2nd bloom 5/30/07, 3rd bloom 8/31/07, 4th bloom 9/5/07.... Final Date: Kitsap Co.: 1st bloom 4/12/07, 2nd bloom 6/27/07, 3rd bloom 10/11/07, 4th bloom 9/5/07

Kitsap county - kingston area 1/18--4/12, east bainbridge 8/31--10/11, North East Kitsap Co. Kingston Area to foulweather bluff 5/30--6/27.  Extension of N.E. closure to Pt. NO Pt. 9/5--10/11.

Geoduck Tract Closures:
10 geoduck tracts had 28 closures in Central Puget Suond in 2007.  They are skiff Point N. 5/16--9/18.  Apple Cove Pt. N 12/8/06--stioll closed as of 2/22/08, Indianola East 2/20--6/25, 8/6--9/5, 10/8--11/21. 12/5--12/17, 12/24/07--1/2/08, Murden Cove 1/16-1/24, 3/10--3/19, 7/30--8/6, Maury Island 1/12--3/16, 3/23--5/25, 6/1--6/18, 6/29--7/13. 8/3--9/21, 11/2--present, Battle POint 1/2--2/12, 2/22--3/14, Neil Point 1/16--10/17, East Blake Island 3/21--present, Lisabeula 3/2--5/25, 6/14--6/29, 7/13--9/21, Point Beals South 9/26--10/16, 11/26--12/13, 12/27/07--1/3/08, Blake Island North 3/28--5/29, 6/11--7/2, 8/20--8/27.  Winter geoduck closures are not due to new blooms.  They are the result of residual toxin from earlier blooms or resuspension of cysts by the digers who dig them with subsequent consumption of cysts by the clams.",,,"Detection date: Kitsap Co. - 1st bloom 1/18/07, 2nd bloom 5/30/07, 3rd bloom 8/31/07, 4th bloom 9/5/07.... Final Date: Kitsap Co.: 1st bloom 4/12/07, 2nd bloom 6/27/07, 3rd bloom 10/11/07, 4th bloom 9/5/07

Kitsap county - kingston area 1/18--4/12, east bainbridge 8/31--10/11, North East Kitsap Co. Kingston Area to foulweather bluff 5/30--6/27.  Extension of N.E. closure to Pt. NO Pt. 9/5--10/11.

Geoduck Tract Closures:
10 geoduck tracts had 28 closures in Central Puget Suond in 2007.  They are skiff Point N. 5/16--9/18.  Apple Cove Pt. N 12/8/06--stioll closed as of 2/22/08, Indianola East 2/20--6/25, 8/6--9/5, 10/8--11/21. 12/5--12/17, 12/24/07--1/2/08, Murden Cove 1/16-1/24, 3/10--3/19, 7/30--8/6, Maury Island 1/12--3/16, 3/23--5/25, 6/1--6/18, 6/29--7/13. 8/3--9/21, 11/2--present, Battle POint 1/2--2/12, 2/22--3/14, Neil Point 1/16--10/17, East Blake Island 3/21--present, Lisabeula 3/2--5/25, 6/14--6/29, 7/13--9/21, Point Beals South 9/26--10/16, 11/26--12/13, 12/27/07--1/3/08, Blake Island North 3/28--5/29, 6/11--7/2, 8/20--8/27.  Winter geoduck closures are not due to new blooms.  They are the result of residual toxin from earlier blooms or resuspension of cysts by the digers who dig them with subsequent consumption of cysts by the clams.",48.32,-123.62,Central Puget Sound,,US-24,"2007 had 0 sites that recorded over 1000 micrograms of PSP toxin.  However, central puget sound was the area most severely impacted from the bloom of 2006 and toxic affects carried over into 2007, impacting geoduck tracts in particular.  There were a record 28 commercial geoduck tract closures in Central Puget Sound in 2007 where some remained closed well into the new year.  There was an unprecendented bloom in Jan 2007, in the Kingaton area of North East Kitap County, causing a recreational closure on 1/18/07.  A second bloom at the end of May closed N. Kitsap, north of kingston to foulweather bluff on may 30, 2007.  On august 31, 2007 eat bainbridge island has a psp bloom, causing a recreational closure.  The north kitsap closure was changed to a butter clam only closure and then changed back into an all species closure and was extended to Pt. No Pt. on 9/5/07.  For more details lpease contact Frank Cox, see contact information above.",Yes,"WA. Dept of Health, Office of SHellfish and Water Protection, Marine Biotoxin Monitoring Program",No,Most of hte inlets of Central puget sound have had previous PSP closures.,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,940 micrograms PSP toxin at Indianola,0,,"Blue Mussels, Geoduck Clams, Manila Clams, Butter Clams, Pacific Oysters",Alexandrium catenella,Alexandrium catenella,,,PSP,,"Geoduick Clam (Most toxic); Blue mussel, butter clams, manila clams; pacific oysters",,,Bioassay-Mouse,,,,   ,,,,,,,,0,No,No,,1,,,,,DOH closed shellfish harvesting at impacted aeras to protect public health.,"Recreational and commercial shellfish harvest seasons were interrupted, causing an economic loss to the Central Puget Sound Washington communities.",,"COX, Frank"
2039,US-07-018,2007,UNITED STATES,,Approved,,,,,,,"Observations began June 13, 2007, concentrations reached 337,500 cells/ml on June 15, 2007 off Colonial Beach in the Potomac River.  Molecular testing for species identification confirmed species was Karlodinium veneficum.  Bloom levels continued to August 1, 2007.  Detection at lower concentrations occurred into mid August.",,,"Observations began June 13, 2007, concentrations reached 337,500 cells/ml on June 15, 2007 off Colonial Beach in the Potomac River.  Molecular testing for species identification confirmed species was Karlodinium veneficum.  Bloom levels continued to August 1, 2007.  Detection at lower concentrations occurred into mid August.",37.69,-74.74,Cgesaoeaje Vat,,US-10,"Potomac River from Colonial Beach downstream, bloom entered and persisted as a bloom within numerous shoreline inlets and several bays along its length.",Yes,"Chesapeake Bay Monitoring Program, Virginia HAB Program",No,A similar bloom occurred in these waters in 2006,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,,,No,,1,Suspected juvenile fish kill association but no confirmation regarding cause,,Karlodinium veneficum,Karlodinium veneficum [337500000 cells/L] (See Above),Akashiwo sanguinea,Akashiwo sanguinea [4600000 cells/L] (Also present was Heterocapsa rotundatum),,,,,,,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"MARSHALL, Harold G."
8842,US-07-025,2007,UNITED STATES,,Approved,,2020-07-24,,,,,The fall of 2007,,,The fall of 2007,39.54,-124.34,"Monterey Bay, CA",,US-21,,No,,No,,No,No,No,Yes,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,,Yes,,0,,marine bivalves,Microcystis sp.,Microcystis sp.,,,Cyanobacterial toxins effects,,Marine bivalves,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,"Miller MA, Kudela RM, Mekebri A, Crane D, Oates SC, Tinker MT, et al. (2010) Evidence for a Novel Marine Harmful Algal Bloom: Cyanotoxin (Microcystin) Transfer from Land to Sea Otters. PLoS ONE 5(9): e12576. https://doi.org/10.1371/journal.pone.0012576","LANDSBERG, Jan"
2031,US-07-010,2007,UNITED STATES,,Approved,,,,,,,,2007-05-09,2007-08-06,,44.14,-67.53,Gulf of Maine,,US-01; US-02,,Yes,Maine Department of Marine Resources,No,,No,No,Yes,No,No,No,No,,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,Area 1: 0-486ug stx eq/100g; Area 2: 0-776,1,"Floating barrel covered in mussels, recovered in Area 1, resulting MBA showed PSP levels at >18k ug stx eq/100g - higher than inshore values in Maine.  Suspect barrel originated in the Canadian Maritimes","Mussels from barrel were eaten by a family of 4, resulting in intoxification of all 4, and hospitalization of 3.",Alexandrium sp.,Alexandrium sp.,,,PSP,,Mytilus edulis; Mya arenaria; modiolus modiolus; arctica islandica,,,Bioassay-Mouse,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"COUTURE, Darcie A."
2028,US-07-007,2007,UNITED STATES,,Approved,,,2020-07-29,,,,"Start 9/24/07, end 1/9/08",2007-09-25,2007-12-27,"Start 9/24/07, end 1/9/08",28.53,-79.87,Florida East Coast,,US-15,,Yes,State of FL Redtide Monitoring Program,No,This is the 7th event on the east coast.  The last one was in 2002,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Sea turtle mortalities,,Yes,0-52.8 MU/100g,0,,,Karenia brevis,"Karenia brevis [6,030,000 cells/L]",Karenia selliformis Haywood et al. 2004,Karenia selliformis Haywood et al. 2004 [500000 cells/L] (Karenia Selliformis-LIKE),NSP; Aerosolized toxins effects,,Karenia brevis,,,Bioassay-Mouse,,,,   ,,25.9,31.1,,,,,0,Yes,No,,NULL,,,"Multiple species (Fish, manatees, turtles).  ELISA data available.",,Followed Biotoxin Control Plan - closed shellfish harvesting areas affected; opened when < 20 MU.,"Closed shellfish beds, no estimate of loss","Foley, A., Stacy, B. A., Schueller, P., Flewelling, L. J., Schroeder, B., Minch, K., Fauquier, D. A., Foote, J. J., Manire, C., Atwood, K. E., Granholm, A. A., Landsberg, J. H., 2019. Assessing Karenia brevis red tide as a mortality factor of sea turtles in Florida. Dis. Aquat. Org. 132, 109–124.","HEIL, Cynthia A.; TRUBY, Earnest W."
2032,US-07-011,2007,UNITED STATES,,Approved,,,2020-06-26,,,,,2007-04-07,2007-07-03,,41.87,-69.43,"Nauset Estuarine System, Cape Cod",,US-05,"Orleans and Eastham, MA",Yes,MA Biotoxin Monitoring Program - Division of Marine Fisheries,No,,No,No,Yes,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,"Toxic events occurred on the northshore of the state from NH to Manchester, and in the Nauset Estuarine system in the towns of Eastham and Orleans on Cape Cod.  The 542 level occurred in Orleans.",,Yes,,NULL,,,Alexandrium spp.,Alexandrium spp.,,,PSP,,,,,,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"WHITTAKER, Dave"
2027,US-07-006,2007,UNITED STATES,,Approved,,,,,,,,,,,28.53,-79.87,Florida East Coast,,US-15,,Yes,State of Florida HAB Monitoring Program,No,There are yearly Pyrodinium blooms and saxitoxins detected in multiple species since the SPFP incidents that started in 2002.,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,PSP and saxitoxin puffer fish poisoning (SPFP) prevention is managed by state -- no food poisoning incidents reported in 2007,Pyrodinium bahamense,Pyrodinium bahamense [49667 cells/L],,,PSP,,Hard clam Mercenaria sp.,,,Bioassay-Mouse,,,,   ,,,31.5,6.2,,,,0,No,Yes,,NULL,,,,,Followed Biotoxin Control Plan -- closed shellfish harvesting areas affected; opened when <80ug STX eq./100g tissue.  Puffer fish ban still in place since 2002.,"Closed Shellfish beds, no estimate of loss.",,"LANDSBERG, Jan"
2033,US-07-012,2007,UNITED STATES,,Approved,,,,,,,"June to July, September",,,"June to July, September",40.49,-72.18,"Suffolk County, South Shore Estuary",,US-08,"Moriches Bay and Shinnecock Bay, South Shore of Long Island.  Western Shinnecok Bay, Eastern Moriches Bay.",Yes,Routine water quality monitoring by the Suffolk County Dept. of Health Services,No,Recurring bloom from 1986 to 2002,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Aureococcus anophagefferens,"Aureococcus anophagefferens [837,425 cells/L] (At station 190 in Moriches Bay on 6/27/07)",,,,,,,,,,,Sunny,SW ,10 mph,24.5,29.0 ppt,7.5,,,.46,0,No,Yes,,0,,,,mg/l: NO2+NO3-N=<0.005; NH3-N=<0.02; TN=0.70; DN=0.40; TP=0.072; DP=<0.05; TOC=8.80; DOC=5.0; ortho-PO4=<0.01,Continue monitoring.,Historically has caused loss of scallop fishery in other embaymentss (Peconic Estuary) and decimation of eelgrass beds.,,"DE BLASI, Philip"
2037,US-07-016,2007,UNITED STATES,,Approved,,,,,,,"Bloom seen on 2/12/07 but, though it was short-lived, end date was not recorded.  I think it only lasted a few days.",,,"Bloom seen on 2/12/07 but, though it was short-lived, end date was not recorded.  I think it only lasted a few days.",27.96,-95.48,Matagorda Bay,,US-18,,No,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Yes,Orange water was reported by Texas Parks and Wildlife Coastal Fisheries staff.  No associated impacts occurred.  Water sample was collected and analyzed.,,No,,NULL,,,Prorocentrum minimum,Prorocentrum minimum,,,,,,,,,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"Byrd, Meridith"
2036,US-07-015,2007,UNITED STATES,,Approved,,,,,,,"Detection Date: 6-27, Final date: 7-10-07, for 1st, S>C bloom 07, for 1st, S>C bloom, and 12-20-07 for 2nd N>C bloom and 9-25-07 for 2nd N>C bloom

NOTE - There were apparently two separate Alexandrium species blooms which produced quarantine levels of PSP toxins in OR shellfish in 2007.  This report provides summary of these eevnts by coastal regions.

South Region: A PSP bloom occurred on the south and central coast beaches in June and July of 2007.  PSP levels in mussels ranged from 37 - 138 ugm/100gms, peaking on July 2nd, at Bastendorf Beach, S of Coos Bay.  Mussel and razor clam harvesting was closed on the beaches from the CA border to the Yaquina R. at Newport from July 3-23, 2007.  The south coast did not see a fall PSP event.  PSP levels were not detected in the razor clams from this area.  Phytoplankton tows did not find alexandrium species.

Central Region - A PSP bloom affected the central coast beaches in June and July of 2007.  PSP levels in mussels from Lincoln and Lane Co.'s beaches were <45 ugm/100gms.  Adjacent sampling sites to the south were over the quarantine level so teh July 3-23, 2007 closure included mussel harvesting from the south end of hte central beaches to assure public protection.  Razor clams and bay shellfish were not affected.

A fall PSP bloom affected teh central and north ebaches in late Sept 2007 resulting in a closure of mussel harvesting on beaches from the mouth of Siletz bay, North Lincoln County, to the mouth of the Columbia river. The closure lasted from oct 15 - dec 20, 2007.  During this event PSP levels on the central coast ranged from 47-71 ugm/100 gms, peaking on OCt 8, in mussels frmo north end of lincoln co.  psp levels were not detected in razor clams, bay clams, or oysters from this area.  Routine phytoplankton tows did not find Alexandrium species during any of 2007.

North Region - A fall psp bloom occurred on the north and central OR coast in Late sept 2007 resulting in a closure of mussel harvesting on beaches from the mouth of siletz bay, north lincoln co., to the mouth of the Columbia R.  The closure lasted from oct 15 - Dec 20, 2007, with higher than quarantine levels (86 ugm.100 gms) still present in mussels harvested nov. 27, 2007. This was the latest in the year mussels had ever shown this high of a psp level.  During this event PSP levels on the north coast ranged from 47 - 433 ugm/100gms, peaking on oct. 8, 2007, in mussels harvested frmo the mouth of the Nehalem R. north tillamook Co.  PSP levels were not detected in razor clams, bay clams, or oysters from this area.  The north coast was not affected when the central and south coast were affected by July PSP event.  Routine phytoplankton tows did not find alexandrium species during any of 2007",,,"Detection Date: 6-27, Final date: 7-10-07, for 1st, S>C bloom 07, for 1st, S>C bloom, and 12-20-07 for 2nd N>C bloom and 9-25-07 for 2nd N>C bloom

NOTE - There were apparently two separate Alexandrium species blooms which produced quarantine levels of PSP toxins in OR shellfish in 2007.  This report provides summary of these eevnts by coastal regions.

South Region: A PSP bloom occurred on the south and central coast beaches in June and July of 2007.  PSP levels in mussels ranged from 37 - 138 ugm/100gms, peaking on July 2nd, at Bastendorf Beach, S of Coos Bay.  Mussel and razor clam harvesting was closed on the beaches from the CA border to the Yaquina R. at Newport from July 3-23, 2007.  The south coast did not see a fall PSP event.  PSP levels were not detected in the razor clams from this area.  Phytoplankton tows did not find alexandrium species.

Central Region - A PSP bloom affected the central coast beaches in June and July of 2007.  PSP levels in mussels from Lincoln and Lane Co.'s beaches were <45 ugm/100gms.  Adjacent sampling sites to the south were over the quarantine level so teh July 3-23, 2007 closure included mussel harvesting from the south end of hte central beaches to assure public protection.  Razor clams and bay shellfish were not affected.

A fall PSP bloom affected teh central and north ebaches in late Sept 2007 resulting in a closure of mussel harvesting on beaches from the mouth of Siletz bay, North Lincoln County, to the mouth of the Columbia river. The closure lasted from oct 15 - dec 20, 2007.  During this event PSP levels on the central coast ranged from 47-71 ugm/100 gms, peaking on OCt 8, in mussels frmo north end of lincoln co.  psp levels were not detected in razor clams, bay clams, or oysters from this area.  Routine phytoplankton tows did not find Alexandrium species during any of 2007.

North Region - A fall psp bloom occurred on the north and central OR coast in Late sept 2007 resulting in a closure of mussel harvesting on beaches from the mouth of siletz bay, north lincoln co., to the mouth of the Columbia R.  The closure lasted from oct 15 - Dec 20, 2007, with higher than quarantine levels (86 ugm.100 gms) still present in mussels harvested nov. 27, 2007. This was the latest in the year mussels had ever shown this high of a psp level.  During this event PSP levels on the north coast ranged from 47 - 433 ugm/100gms, peaking on oct. 8, 2007, in mussels harvested frmo the mouth of the Nehalem R. north tillamook Co.  PSP levels were not detected in razor clams, bay clams, or oysters from this area.  The north coast was not affected when the central and south coast were affected by July PSP event.  Routine phytoplankton tows did not find alexandrium species during any of 2007",44.48,-124.81,"North, Central, and South Oregon Coasts",,US-22,"Includes shellfish habitat on monitored beaches and bays along 400 miles plus of OR coastline; North region - CLatsop and Tillamook counties; Central region - lincoln and lane counties, and south region - douglas, coos and curry counties.",Yes,"ODA Shellfish Sanitation Program, and ODF&W Phytoplankton examination",No,Oregon coastal molluscan shellfish have been affected by harmful algae blooms of Alexandrium species over numerous years and monitored in OR since the late 1950\'s,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,NOTE - There were apparently two separate Alexandrium species blooms which produced quarantine levels of PSP toxins in OR shellfish in 2007.  This report provides summary of these eevnts by coastal regions.,,Yes,37 - 433 ugm/100gms,0,,None,Alexandrium sp.,Alexandrium sp. (Assumed causative organism although none were identified in regular plankton tows.  Beginning in July 2005 OR received a grant from NOAA to collect and examine plankton.),,,PSP,,,,,,,,,   ,,,,,,,,0,No,No,,NULL,,,,,,,,"SMITH, Dawn; HUNTER, Matt"
